issue_number,country 1,country 2,behalf,support,spokewith,agreement,delay,opposition,criticism,cooperation,sentence
253,INDIA,JAPAN,0,0,0,0,0,1,0,0,"JAPAN and the EU stressed the need to balance adaptation and mitigation, while INDIA said focus should be on adaptation."
253,JAPAN,EU,0,0,0,1,0,0,0,1,"JAPAN and the EU stressed the need to balance adaptation and mitigation, while INDIA said focus should be on adaptation."
253,EU,JAPAN,0,0,0,1,0,0,0,1,"JAPAN and the EU stressed the need to balance adaptation and mitigation, while INDIA said focus should be on adaptation."
253,AUSTRALIA,JAPAN,0,0,0,1,0,0,0,1,AUSTRALIA and JAPAN stressed the importance of fostering multilateral cooperation on mitigation initiatives.
253,JAPAN,AUSTRALIA,0,0,0,1,0,0,0,1,AUSTRALIA and JAPAN stressed the importance of fostering multilateral cooperation on mitigation initiatives.
253,JAPAN,US,0,0,0,1,0,0,0,1,The US and others requested information on how this workshop would differ from other workshops proposed in Uruguay and Japan.
253,US,JAPAN,0,0,0,1,0,0,0,1,The US and others requested information on how this workshop would differ from other workshops proposed in Uruguay and Japan.
253,JAPAN,URUGUAY,0,0,0,1,0,0,0,1,The US and others requested information on how this workshop would differ from other workshops proposed in Uruguay and Japan.
253,URUGUAY,US,0,0,0,1,0,0,0,1,The US and others requested information on how this workshop would differ from other workshops proposed in Uruguay and Japan.
253,URUGUAY,JAPAN,0,0,0,1,0,0,0,1,The US and others requested information on how this workshop would differ from other workshops proposed in Uruguay and Japan.
253,US,URUGUAY,0,0,0,1,0,0,0,1,The US and others requested information on how this workshop would differ from other workshops proposed in Uruguay and Japan.
253,AFRICA GROUP,ARGENTINA,0,0,0,1,0,0,0,1,"SUDAN, for the Africa Group, and ARGENTINA said adaptation is a global priority."
253,ARGENTINA,AFRICA GROUP,0,0,0,1,0,0,0,1,"SUDAN, for the Africa Group, and ARGENTINA said adaptation is a global priority."
253,EU,G-77/CHINA,0,0,0,0,0,1,0,0,"On timing of submission of national communications after the initial disbursement of funds, the G-77/CHINA stressed that this should occur within five years of disbursement, while the EU preferred three years."
253,COOK ISLANDS,EU,0,1,0,0,0,0,0,1,"The EU, with the COOK ISLANDS, said barriers to the uptake of small-scale renewable energy need to be addressed further."
253,EU,JAPAN,0,1,0,0,0,0,0,1,"JAPAN emphasized the need to prioritize energy projects and, with the EU, the need for transparency."
253,ARGENTINA,EU,0,0,0,1,0,0,0,1,&gt;The EU and ARGENTINA said adaptation should be included in sustainable development plans.
253,EU,ARGENTINA,0,0,0,1,0,0,0,1,&gt;The EU and ARGENTINA said adaptation should be included in sustainable development plans.
253,SAMOA,LDCS,0,0,0,1,0,0,0,1,"On guidance to the GEF, LDCs, SAMOA and MALAWI expressed concern over co-financing requirements, noting that decision 6/CP.9 (guidance on the operation of the LDC Fund) provides for full funding of NAPAs."
253,SAMOA,MALAWI,0,0,0,1,0,0,0,1,"On guidance to the GEF, LDCs, SAMOA and MALAWI expressed concern over co-financing requirements, noting that decision 6/CP.9 (guidance on the operation of the LDC Fund) provides for full funding of NAPAs."
253,MALAWI,SAMOA,0,0,0,1,0,0,0,1,"On guidance to the GEF, LDCs, SAMOA and MALAWI expressed concern over co-financing requirements, noting that decision 6/CP.9 (guidance on the operation of the LDC Fund) provides for full funding of NAPAs."
253,MALAWI,LDCS,0,0,0,1,0,0,0,1,"On guidance to the GEF, LDCs, SAMOA and MALAWI expressed concern over co-financing requirements, noting that decision 6/CP.9 (guidance on the operation of the LDC Fund) provides for full funding of NAPAs."
253,LDCS,SAMOA,0,0,0,1,0,0,0,1,"On guidance to the GEF, LDCs, SAMOA and MALAWI expressed concern over co-financing requirements, noting that decision 6/CP.9 (guidance on the operation of the LDC Fund) provides for full funding of NAPAs."
253,LDCS,MALAWI,0,0,0,1,0,0,0,1,"On guidance to the GEF, LDCs, SAMOA and MALAWI expressed concern over co-financing requirements, noting that decision 6/CP.9 (guidance on the operation of the LDC Fund) provides for full funding of NAPAs."
253,GHANA,ARGENTINA,0,1,0,0,0,0,0,1,"ARGENTINA, CHINA and others called for transfer of adaptation technology, with GHANA asking for development of indigenous technologies, and INDIA for recognition of traditional knowledge."
253,GHANA,INDIA,0,0,0,1,0,0,0,1,"ARGENTINA, CHINA and others called for transfer of adaptation technology, with GHANA asking for development of indigenous technologies, and INDIA for recognition of traditional knowledge."
253,INDIA,ARGENTINA,0,1,0,0,0,0,0,1,"ARGENTINA, CHINA and others called for transfer of adaptation technology, with GHANA asking for development of indigenous technologies, and INDIA for recognition of traditional knowledge."
253,INDIA,GHANA,0,0,0,1,0,0,0,1,"ARGENTINA, CHINA and others called for transfer of adaptation technology, with GHANA asking for development of indigenous technologies, and INDIA for recognition of traditional knowledge."
