issue_number,country 1,country 2,behalf,support,spokewith,agreement,delay,opposition,criticism,cooperation,sentence
250,EU,JAPAN,0,1,0,0,0,0,0,1,"JAPAN, supported by CANADA, said simplified modalities and procedures are necessary to reduce transaction costs, and the EU said simplified modalities and procedures should avoid overestimating carbon credits or compromising the Protocol 92s environmental integrity."
250,CANADA,US,0,0,0,1,0,0,0,1,The US and CANADA said inventory issues should be taken up at SB-22.
250,US,CANADA,0,0,0,1,0,0,0,1,The US and CANADA said inventory issues should be taken up at SB-22.
250,CANADA,AUSTRALIA,0,1,0,0,0,0,0,1,"AUSTRALIA, supported by the EU, US, JAPAN and CANADA, looked forward to continued discussions on harvested wood products (HWP)."
250,CANADA,EU,0,0,0,1,0,0,0,1,"AUSTRALIA, supported by the EU, US, JAPAN and CANADA, looked forward to continued discussions on harvested wood products (HWP)."
250,CANADA,JAPAN,0,0,0,1,0,0,0,1,"AUSTRALIA, supported by the EU, US, JAPAN and CANADA, looked forward to continued discussions on harvested wood products (HWP)."
250,CANADA,US,0,0,0,1,0,0,0,1,"AUSTRALIA, supported by the EU, US, JAPAN and CANADA, looked forward to continued discussions on harvested wood products (HWP)."
250,EU,AUSTRALIA,0,1,0,0,0,0,0,1,"AUSTRALIA, supported by the EU, US, JAPAN and CANADA, looked forward to continued discussions on harvested wood products (HWP)."
250,EU,CANADA,0,0,0,1,0,0,0,1,"AUSTRALIA, supported by the EU, US, JAPAN and CANADA, looked forward to continued discussions on harvested wood products (HWP)."
250,EU,JAPAN,0,0,0,1,0,0,0,1,"AUSTRALIA, supported by the EU, US, JAPAN and CANADA, looked forward to continued discussions on harvested wood products (HWP)."
250,EU,US,0,0,0,1,0,0,0,1,"AUSTRALIA, supported by the EU, US, JAPAN and CANADA, looked forward to continued discussions on harvested wood products (HWP)."
250,JAPAN,AUSTRALIA,0,1,0,0,0,0,0,1,"AUSTRALIA, supported by the EU, US, JAPAN and CANADA, looked forward to continued discussions on harvested wood products (HWP)."
250,JAPAN,CANADA,0,0,0,1,0,0,0,1,"AUSTRALIA, supported by the EU, US, JAPAN and CANADA, looked forward to continued discussions on harvested wood products (HWP)."
250,JAPAN,EU,0,0,0,1,0,0,0,1,"AUSTRALIA, supported by the EU, US, JAPAN and CANADA, looked forward to continued discussions on harvested wood products (HWP)."
250,JAPAN,US,0,0,0,1,0,0,0,1,"AUSTRALIA, supported by the EU, US, JAPAN and CANADA, looked forward to continued discussions on harvested wood products (HWP)."
250,US,AUSTRALIA,0,1,0,0,0,0,0,1,"AUSTRALIA, supported by the EU, US, JAPAN and CANADA, looked forward to continued discussions on harvested wood products (HWP)."
250,US,CANADA,0,0,0,1,0,0,0,1,"AUSTRALIA, supported by the EU, US, JAPAN and CANADA, looked forward to continued discussions on harvested wood products (HWP)."
250,US,EU,0,0,0,1,0,0,0,1,"AUSTRALIA, supported by the EU, US, JAPAN and CANADA, looked forward to continued discussions on harvested wood products (HWP)."
250,US,JAPAN,0,0,0,1,0,0,0,1,"AUSTRALIA, supported by the EU, US, JAPAN and CANADA, looked forward to continued discussions on harvested wood products (HWP)."
250,ROMANIA,EU,0,0,0,1,0,0,0,1,"&gt;The NETHERLANDS, for the EU, Bulgaria, Romania and Turkey, expressed continued commitment to addressing climate change and highlighted the launch of the EU emissions trading scheme in January 2005."
250,BULGARIA,TURKEY,0,0,0,1,0,0,0,1,"&gt;The NETHERLANDS, for the EU, Bulgaria, Romania and Turkey, expressed continued commitment to addressing climate change and highlighted the launch of the EU emissions trading scheme in January 2005."
250,TURKEY,BULGARIA,0,0,0,1,0,0,0,1,"&gt;The NETHERLANDS, for the EU, Bulgaria, Romania and Turkey, expressed continued commitment to addressing climate change and highlighted the launch of the EU emissions trading scheme in January 2005."
250,EU,ROMANIA,0,0,0,1,0,0,0,1,"&gt;The NETHERLANDS, for the EU, Bulgaria, Romania and Turkey, expressed continued commitment to addressing climate change and highlighted the launch of the EU emissions trading scheme in January 2005."
250,ROMANIA,TURKEY,0,0,0,1,0,0,0,1,"&gt;The NETHERLANDS, for the EU, Bulgaria, Romania and Turkey, expressed continued commitment to addressing climate change and highlighted the launch of the EU emissions trading scheme in January 2005."
250,ROMANIA,BULGARIA,0,0,0,1,0,0,0,1,"&gt;The NETHERLANDS, for the EU, Bulgaria, Romania and Turkey, expressed continued commitment to addressing climate change and highlighted the launch of the EU emissions trading scheme in January 2005."
250,BULGARIA,ROMANIA,0,0,0,1,0,0,0,1,"&gt;The NETHERLANDS, for the EU, Bulgaria, Romania and Turkey, expressed continued commitment to addressing climate change and highlighted the launch of the EU emissions trading scheme in January 2005."
250,BULGARIA,EU,0,0,0,1,0,0,0,1,"&gt;The NETHERLANDS, for the EU, Bulgaria, Romania and Turkey, expressed continued commitment to addressing climate change and highlighted the launch of the EU emissions trading scheme in January 2005."
250,TURKEY,ROMANIA,0,0,0,1,0,0,0,1,"&gt;The NETHERLANDS, for the EU, Bulgaria, Romania and Turkey, expressed continued commitment to addressing climate change and highlighted the launch of the EU emissions trading scheme in January 2005."
250,TURKEY,EU,0,0,0,1,0,0,0,1,"&gt;The NETHERLANDS, for the EU, Bulgaria, Romania and Turkey, expressed continued commitment to addressing climate change and highlighted the launch of the EU emissions trading scheme in January 2005."
250,EU,BULGARIA,0,0,0,1,0,0,0,1,"&gt;The NETHERLANDS, for the EU, Bulgaria, Romania and Turkey, expressed continued commitment to addressing climate change and highlighted the launch of the EU emissions trading scheme in January 2005."
250,EU,TURKEY,0,0,0,1,0,0,0,1,"&gt;The NETHERLANDS, for the EU, Bulgaria, Romania and Turkey, expressed continued commitment to addressing climate change and highlighted the launch of the EU emissions trading scheme in January 2005."
250,EU,CANADA,0,1,0,0,0,0,0,1,"CANADA, supported by JAPAN, EU and NORWAY, urged the adoption of the good practice guidance at COP-10."
250,EU,JAPAN,0,0,0,1,0,0,0,1,"CANADA, supported by JAPAN, EU and NORWAY, urged the adoption of the good practice guidance at COP-10."
250,EU,NORWAY,0,0,0,1,0,0,0,1,"CANADA, supported by JAPAN, EU and NORWAY, urged the adoption of the good practice guidance at COP-10."
250,JAPAN,CANADA,0,1,0,0,0,0,0,1,"CANADA, supported by JAPAN, EU and NORWAY, urged the adoption of the good practice guidance at COP-10."
250,JAPAN,EU,0,0,0,1,0,0,0,1,"CANADA, supported by JAPAN, EU and NORWAY, urged the adoption of the good practice guidance at COP-10."
250,JAPAN,NORWAY,0,0,0,1,0,0,0,1,"CANADA, supported by JAPAN, EU and NORWAY, urged the adoption of the good practice guidance at COP-10."
250,NORWAY,CANADA,0,1,0,0,0,0,0,1,"CANADA, supported by JAPAN, EU and NORWAY, urged the adoption of the good practice guidance at COP-10."
250,NORWAY,EU,0,0,0,1,0,0,0,1,"CANADA, supported by JAPAN, EU and NORWAY, urged the adoption of the good practice guidance at COP-10."
250,NORWAY,JAPAN,0,0,0,1,0,0,0,1,"CANADA, supported by JAPAN, EU and NORWAY, urged the adoption of the good practice guidance at COP-10."
250,NIGERIA,SAUDI ARABIA,0,0,0,1,0,0,0,1,&gt;SAUDI ARABIA and NIGERIA stressed the need to address both the impacts of climate change and of response measures.
250,SAUDI ARABIA,NIGERIA,0,0,0,1,0,0,0,1,&gt;SAUDI ARABIA and NIGERIA stressed the need to address both the impacts of climate change and of response measures.
250,CANADA,AUSTRALIA,0,1,0,0,0,0,0,1,"AUSTRALIA, supported by CANADA and JAPAN, tabled a written proposal for an open-ended policy dialogue on LULUCF and the EU recommended that SBSTA hold a LULUCF workshop in 2005."
250,CANADA,EU,0,0,0,1,0,0,0,1,"AUSTRALIA, supported by CANADA and JAPAN, tabled a written proposal for an open-ended policy dialogue on LULUCF and the EU recommended that SBSTA hold a LULUCF workshop in 2005."
250,CANADA,JAPAN,0,0,0,1,0,0,0,1,"AUSTRALIA, supported by CANADA and JAPAN, tabled a written proposal for an open-ended policy dialogue on LULUCF and the EU recommended that SBSTA hold a LULUCF workshop in 2005."
250,EU,AUSTRALIA,0,1,0,0,0,0,0,1,"AUSTRALIA, supported by CANADA and JAPAN, tabled a written proposal for an open-ended policy dialogue on LULUCF and the EU recommended that SBSTA hold a LULUCF workshop in 2005."
250,EU,CANADA,0,0,0,1,0,0,0,1,"AUSTRALIA, supported by CANADA and JAPAN, tabled a written proposal for an open-ended policy dialogue on LULUCF and the EU recommended that SBSTA hold a LULUCF workshop in 2005."
250,EU,JAPAN,0,0,0,1,0,0,0,1,"AUSTRALIA, supported by CANADA and JAPAN, tabled a written proposal for an open-ended policy dialogue on LULUCF and the EU recommended that SBSTA hold a LULUCF workshop in 2005."
250,JAPAN,AUSTRALIA,0,1,0,0,0,0,0,1,"AUSTRALIA, supported by CANADA and JAPAN, tabled a written proposal for an open-ended policy dialogue on LULUCF and the EU recommended that SBSTA hold a LULUCF workshop in 2005."
250,JAPAN,CANADA,0,0,0,1,0,0,0,1,"AUSTRALIA, supported by CANADA and JAPAN, tabled a written proposal for an open-ended policy dialogue on LULUCF and the EU recommended that SBSTA hold a LULUCF workshop in 2005."
250,JAPAN,EU,0,0,0,1,0,0,0,1,"AUSTRALIA, supported by CANADA and JAPAN, tabled a written proposal for an open-ended policy dialogue on LULUCF and the EU recommended that SBSTA hold a LULUCF workshop in 2005."
250,SAUDI ARABIA,EU,0,0,0,0,0,1,0,0,"The EU, opposed by SAUDI ARABIA, proposed deleting the agenda item on matters relating to Protocol Article 2.3 (adverse effects of policies and measures)."
250,US,SWITZERLAND,0,0,0,0,0,1,0,0,"SWITZERLAND, opposed by the US, welcomed discussions on allocating emissions from international aviation and maritime transport."
