issue_number,country 1,country 2,behalf,support,spokewith,agreement,delay,opposition,criticism,cooperation,sentence
255,AOSIS,SWITZERLAND,0,0,0,1,0,0,"AUSTRALIA, with the EU, NEW ZEALAND, NORWAY, JAPAN and SWITZERLAND supported the text, while AOSIS and other Parties expressed reservations on several matters, including a proposed open-ended dialogue.",182,113
255,AOSIS,JAPAN,0,0,0,1,0,0,"AUSTRALIA, with the EU, NEW ZEALAND, NORWAY, JAPAN and SWITZERLAND supported the text, while AOSIS and other Parties expressed reservations on several matters, including a proposed open-ended dialogue.",182,133
255,AOSIS,AUSTRALIA,0,0,0,1,0,0,"AUSTRALIA, with the EU, NEW ZEALAND, NORWAY, JAPAN and SWITZERLAND supported the text, while AOSIS and other Parties expressed reservations on several matters, including a proposed open-ended dialogue.",182,164
255,AOSIS,EU,0,0,0,1,0,0,"AUSTRALIA, with the EU, NEW ZEALAND, NORWAY, JAPAN and SWITZERLAND supported the text, while AOSIS and other Parties expressed reservations on several matters, including a proposed open-ended dialogue.",182,55
255,NORWAY,JAPAN,0,0,1,0,0,1,"AUSTRALIA, with the EU, NEW ZEALAND, NORWAY, JAPAN and SWITZERLAND supported the text, while AOSIS and other Parties expressed reservations on several matters, including a proposed open-ended dialogue.",186,133
255,SWITZERLAND,NORWAY,0,0,1,0,0,1,"AUSTRALIA, with the EU, NEW ZEALAND, NORWAY, JAPAN and SWITZERLAND supported the text, while AOSIS and other Parties expressed reservations on several matters, including a proposed open-ended dialogue.",113,186
255,NEW ZEALAND,AUSTRALIA,0,0,1,0,0,1,"AUSTRALIA, with the EU, NEW ZEALAND, NORWAY, JAPAN and SWITZERLAND supported the text, while AOSIS and other Parties expressed reservations on several matters, including a proposed open-ended dialogue.",205,164
255,JAPAN,EU,0,0,1,0,0,1,"AUSTRALIA, with the EU, NEW ZEALAND, NORWAY, JAPAN and SWITZERLAND supported the text, while AOSIS and other Parties expressed reservations on several matters, including a proposed open-ended dialogue.",133,55
255,NEW ZEALAND,JAPAN,0,0,1,0,0,1,"AUSTRALIA, with the EU, NEW ZEALAND, NORWAY, JAPAN and SWITZERLAND supported the text, while AOSIS and other Parties expressed reservations on several matters, including a proposed open-ended dialogue.",205,133
255,EU,NEW ZEALAND,0,0,1,0,0,1,"AUSTRALIA, with the EU, NEW ZEALAND, NORWAY, JAPAN and SWITZERLAND supported the text, while AOSIS and other Parties expressed reservations on several matters, including a proposed open-ended dialogue.",55,205
255,AUSTRALIA,NEW ZEALAND,0,0,1,0,0,1,"AUSTRALIA, with the EU, NEW ZEALAND, NORWAY, JAPAN and SWITZERLAND supported the text, while AOSIS and other Parties expressed reservations on several matters, including a proposed open-ended dialogue.",164,205
255,JAPAN,NEW ZEALAND,0,0,1,0,0,1,"AUSTRALIA, with the EU, NEW ZEALAND, NORWAY, JAPAN and SWITZERLAND supported the text, while AOSIS and other Parties expressed reservations on several matters, including a proposed open-ended dialogue.",133,205
255,NEW ZEALAND,NORWAY,0,0,1,0,0,1,"AUSTRALIA, with the EU, NEW ZEALAND, NORWAY, JAPAN and SWITZERLAND supported the text, while AOSIS and other Parties expressed reservations on several matters, including a proposed open-ended dialogue.",205,186
255,AUSTRALIA,EU,0,0,1,0,0,1,"AUSTRALIA, with the EU, NEW ZEALAND, NORWAY, JAPAN and SWITZERLAND supported the text, while AOSIS and other Parties expressed reservations on several matters, including a proposed open-ended dialogue.",164,55
255,EU,NORWAY,0,0,1,0,0,1,"AUSTRALIA, with the EU, NEW ZEALAND, NORWAY, JAPAN and SWITZERLAND supported the text, while AOSIS and other Parties expressed reservations on several matters, including a proposed open-ended dialogue.",55,186
255,NORWAY,SWITZERLAND,0,0,1,0,0,1,"AUSTRALIA, with the EU, NEW ZEALAND, NORWAY, JAPAN and SWITZERLAND supported the text, while AOSIS and other Parties expressed reservations on several matters, including a proposed open-ended dialogue.",186,113
255,EU,AUSTRALIA,0,0,1,0,0,1,"AUSTRALIA, with the EU, NEW ZEALAND, NORWAY, JAPAN and SWITZERLAND supported the text, while AOSIS and other Parties expressed reservations on several matters, including a proposed open-ended dialogue.",55,164
255,NORWAY,AUSTRALIA,0,0,1,0,0,1,"AUSTRALIA, with the EU, NEW ZEALAND, NORWAY, JAPAN and SWITZERLAND supported the text, while AOSIS and other Parties expressed reservations on several matters, including a proposed open-ended dialogue.",186,164
255,EU,JAPAN,0,0,1,0,0,1,"AUSTRALIA, with the EU, NEW ZEALAND, NORWAY, JAPAN and SWITZERLAND supported the text, while AOSIS and other Parties expressed reservations on several matters, including a proposed open-ended dialogue.",55,133
255,JAPAN,NORWAY,0,0,1,0,0,1,"AUSTRALIA, with the EU, NEW ZEALAND, NORWAY, JAPAN and SWITZERLAND supported the text, while AOSIS and other Parties expressed reservations on several matters, including a proposed open-ended dialogue.",133,186
255,SWITZERLAND,EU,0,0,1,0,0,1,"AUSTRALIA, with the EU, NEW ZEALAND, NORWAY, JAPAN and SWITZERLAND supported the text, while AOSIS and other Parties expressed reservations on several matters, including a proposed open-ended dialogue.",113,55
255,NORWAY,NEW ZEALAND,0,0,1,0,0,1,"AUSTRALIA, with the EU, NEW ZEALAND, NORWAY, JAPAN and SWITZERLAND supported the text, while AOSIS and other Parties expressed reservations on several matters, including a proposed open-ended dialogue.",186,205
255,SWITZERLAND,NEW ZEALAND,0,0,1,0,0,1,"AUSTRALIA, with the EU, NEW ZEALAND, NORWAY, JAPAN and SWITZERLAND supported the text, while AOSIS and other Parties expressed reservations on several matters, including a proposed open-ended dialogue.",113,205
255,NORWAY,EU,0,0,1,0,0,1,"AUSTRALIA, with the EU, NEW ZEALAND, NORWAY, JAPAN and SWITZERLAND supported the text, while AOSIS and other Parties expressed reservations on several matters, including a proposed open-ended dialogue.",186,55
255,NEW ZEALAND,SWITZERLAND,0,0,1,0,0,1,"AUSTRALIA, with the EU, NEW ZEALAND, NORWAY, JAPAN and SWITZERLAND supported the text, while AOSIS and other Parties expressed reservations on several matters, including a proposed open-ended dialogue.",205,113
255,SWITZERLAND,AUSTRALIA,0,0,1,0,0,1,"AUSTRALIA, with the EU, NEW ZEALAND, NORWAY, JAPAN and SWITZERLAND supported the text, while AOSIS and other Parties expressed reservations on several matters, including a proposed open-ended dialogue.",113,164
255,SWITZERLAND,JAPAN,0,0,1,0,0,1,"AUSTRALIA, with the EU, NEW ZEALAND, NORWAY, JAPAN and SWITZERLAND supported the text, while AOSIS and other Parties expressed reservations on several matters, including a proposed open-ended dialogue.",113,133
255,AUSTRALIA,NORWAY,0,0,1,0,0,1,"AUSTRALIA, with the EU, NEW ZEALAND, NORWAY, JAPAN and SWITZERLAND supported the text, while AOSIS and other Parties expressed reservations on several matters, including a proposed open-ended dialogue.",164,186
255,JAPAN,AUSTRALIA,0,0,1,0,0,1,"AUSTRALIA, with the EU, NEW ZEALAND, NORWAY, JAPAN and SWITZERLAND supported the text, while AOSIS and other Parties expressed reservations on several matters, including a proposed open-ended dialogue.",133,164
255,EU,SWITZERLAND,0,0,1,0,0,1,"AUSTRALIA, with the EU, NEW ZEALAND, NORWAY, JAPAN and SWITZERLAND supported the text, while AOSIS and other Parties expressed reservations on several matters, including a proposed open-ended dialogue.",55,113
255,AUSTRALIA,JAPAN,0,0,1,0,0,1,"AUSTRALIA, with the EU, NEW ZEALAND, NORWAY, JAPAN and SWITZERLAND supported the text, while AOSIS and other Parties expressed reservations on several matters, including a proposed open-ended dialogue.",164,133
255,AUSTRALIA,SWITZERLAND,0,0,1,0,0,1,"AUSTRALIA, with the EU, NEW ZEALAND, NORWAY, JAPAN and SWITZERLAND supported the text, while AOSIS and other Parties expressed reservations on several matters, including a proposed open-ended dialogue.",164,113
255,NEW ZEALAND,EU,0,0,1,0,0,1,"AUSTRALIA, with the EU, NEW ZEALAND, NORWAY, JAPAN and SWITZERLAND supported the text, while AOSIS and other Parties expressed reservations on several matters, including a proposed open-ended dialogue.",205,55
255,JAPAN,SWITZERLAND,0,0,1,0,0,1,"AUSTRALIA, with the EU, NEW ZEALAND, NORWAY, JAPAN and SWITZERLAND supported the text, while AOSIS and other Parties expressed reservations on several matters, including a proposed open-ended dialogue.",133,113
